"","variable","n","mean","variance","clinic_name"
"383","drive_thru_ind_factor1Xstd_age",5,0,0,"department of anatomic pathology"
"384","std_ct_resultXstd_age",5,1.59813867121253,3.95448833906158,"department of anatomic pathology"
"385","resultpositive",3,0,0,"diag ed radiology"
"386","ct_result",3,45,0,"diag ed radiology"
"387","gendermale",3,0,0,"diag ed radiology"
"388","age",3,7.66666666666667,36.3333333333333,"diag ed radiology"
"389","drive_thru_ind_factor1",3,0,0,"diag ed radiology"
"390","std_ct_result",3,0.222408311948575,0,"diag ed radiology"
"391","std_age",3,-0.395604906809228,0.133889720498726,"diag ed radiology"
"392","log_ct_result",3,3.80666248977032,0,"diag ed radiology"
"393","log_age",3,1.75937155307684,0.972739062891333,"diag ed radiology"
"394","ct_result_sq",3,2025,0,"diag ed radiology"
"395","age_sq",3,83,10083,"diag ed radiology"
"396","resultpositiveXct_result",3,0,0,"diag ed radiology"
"397","resultpositiveXgendermale",3,0,0,"diag ed radiology"
"398","resultpositiveXage",3,0,0,"diag ed radiology"
"399","resultpositiveXdrive_thru_ind_factor1",3,0,0,"diag ed radiology"
"400","resultpositiveXstd_ct_result",3,0,0,"diag ed radiology"
"401","resultpositiveXstd_age",3,0,0,"diag ed radiology"
"402","ct_resultXgendermale",3,0,0,"diag ed radiology"
"403","ct_resultXage",3,345,73575,"diag ed radiology"
"404","ct_resultXdrive_thru_ind_factor1",3,0,0,"diag ed radiology"
"405","ct_resultXstd_ct_result",3,10.0083740376859,0,"diag ed radiology"
"406","ct_resultXstd_age",3,-17.8022208064153,271.12668400992,"diag ed radiology"
"407","gendermaleXage",3,0,0,"diag ed radiology"
"408","gendermaleXdrive_thru_ind_factor1",3,0,0,"diag ed radiology"
"409","gendermaleXstd_ct_result",3,0,0,"diag ed radiology"
"410","gendermaleXstd_age",3,0,0,"diag ed radiology"
"411","ageXdrive_thru_ind_factor1",3,0,0,"diag ed radiology"
"412","ageXstd_ct_result",3,1.70513039160574,1.79724494579859,"diag ed radiology"
"413","ageXstd_age",3,-1.5625726925045,2.10267159257052,"diag ed radiology"
"414","drive_thru_ind_factor1Xstd_ct_result",3,0,0,"diag ed radiology"
"415","drive_thru_ind_factor1Xstd_age",3,0,0,"diag ed radiology"
"416","std_ct_resultXstd_age",3,-0.0879858195220136,0.00662291624203821,"diag ed radiology"
"417","resultpositive",3,0,0,"diag radiology"
"418","ct_result",3,45,0,"diag radiology"
"419","gendermale",3,1,0,"diag radiology"
"420","age",3,6.1,61.23,"diag radiology"
"421","drive_thru_ind_factor1",3,0,0,"diag radiology"
"422","std_ct_result",3,0.222408311948575,0,"diag radiology"
"423","std_age",3,-0.490708647459523,0.225634887691844,"diag radiology"
"424","log_ct_result",3,3.80666248977032,0,"diag radiology"
"425","log_age",3,0.867563228481461,3.86601874990962,"diag radiology"
"426","ct_result_sq",3,2025,0,"diag radiology"
"427","age_sq",3,78.03,16219.9827,"diag radiology"
"428","resultpositiveXct_result",3,0,0,"diag radiology"
"429","resultpositiveXgendermale",3,0,0,"diag radiology"
"430","resultpositiveXage",3,0,0,"diag radiology"
"431","resultpositiveXdrive_thru_ind_factor1",3,0,0,"diag radiology"
"432","resultpositiveXstd_ct_result",3,0,0,"diag radiology"
"433","resultpositiveXstd_age",3,0,0,"diag radiology"
"434","ct_resultXgendermale",3,45,0,"diag radiology"
"435","ct_resultXage",3,274.5,123990.75,"diag radiology"
"436","ct_resultXdrive_thru_ind_factor1",3,0,0,"diag radiology"
"437","ct_resultXstd_ct_result",3,10.0083740376859,0,"diag radiology"
"438","ct_resultXstd_age",3,-22.0818891356785,456.910647575984,"diag radiology"
"439","gendermaleXage",3,6.1,61.23,"diag radiology"
"440","gendermaleXdrive_thru_ind_factor1",3,0,0,"diag radiology"
"441","gendermaleXstd_ct_result",3,0.222408311948575,0,"diag radiology"
"442","gendermaleXstd_age",3,-0.490708647459523,0.225634887691844,"diag radiology"
"443","ageXdrive_thru_ind_factor1",3,0,0,"diag radiology"
"444","ageXstd_ct_result",3,1.35669070288631,3.02876994581416,"diag radiology"
"445","ageXstd_age",3,-0.515364434602012,1.98393033467933,"diag radiology"
"446","drive_thru_ind_factor1Xstd_ct_result",3,0,0,"diag radiology"
"447","drive_thru_ind_factor1Xstd_age",3,0,0,"diag radiology"
"448","std_ct_resultXstd_age",3,-0.109137681940041,0.0111611328853211,"diag radiology"
"449","resultpositive",12,0,0,"dialysis"
"450","ct_result",12,45,0,"dialysis"
"451","gendermale",12,0.833333333333333,0.151515151515152,"dialysis"
"452","age",12,4.66666666666667,25.6969696969697,"dialysis"
"453","drive_thru_ind_factor1",12,0,0,"dialysis"
"454","std_ct_result",12,0.222408311948575,0,"dialysis"
"455","std_age",12,-0.577718452735324,0.0946943144144451,"dialysis"
"456","log_ct_result",12,3.80666248977032,0,"dialysis"
"457","log_age",12,1.14233898967518,0.772782856669881,"dialysis"
"458","ct_result_sq",12,2025,0,"dialysis"
"459","age_sq",12,45.3333333333333,8884.60606060606,"dialysis"
"460","resultpositiveXct_result",12,0,0,"dialysis"
"461","resultpositiveXgendermale",12,0,0,"dialysis"
"462","resultpositiveXage",12,0,0,"dialysis"
"463","resultpositiveXdrive_thru_ind_factor1",12,0,0,"dialysis"
"464","resultpositiveXstd_ct_result",12,0,0,"dialysis"
"465","resultpositiveXstd_age",12,0,0,"dialysis"
"466","ct_resultXgendermale",12,37.5,306.818181818182,"dialysis"
"467","ct_resultXage",12,210,52036.3636363636,"dialysis"
"468","ct_resultXdrive_thru_ind_factor1",12,0,0,"dialysis"
"469","ct_resultXstd_ct_result",12,10.0083740376859,0,"dialysis"
"470","ct_resultXstd_age",12,-25.9973303730896,191.755986689251,"dialysis"
"471","gendermaleXage",12,4.33333333333333,28.2424242424242,"dialysis"
"472","gendermaleXdrive_thru_ind_factor1",12,0,0,"dialysis"
"473","gendermaleXstd_ct_result",12,0.185340259957146,0.0074947662460325,"dialysis"
"474","gendermaleXstd_age",12,-0.454452259364459,0.134037326800527,"dialysis"
"475","ageXdrive_thru_ind_factor1",12,0,0,"dialysis"
"476","ageXstd_ct_result",12,1.03790545576002,1.27111235532711,"dialysis"
"477","ageXstd_age",12,-1.26609086327106,3.31168919377929,"dialysis"
"478","drive_thru_ind_factor1Xstd_ct_result",12,0,0,"dialysis"
"479","drive_thru_ind_factor1Xstd_age",12,0,0,"dialysis"
"480","std_ct_resultXstd_age",12,-0.128489385854406,0.00468409755900618,"dialysis"
"481","resultpositive",3311,0.053760193295077,0.0508854035025608,"emergency dept"
"482","ct_result",3311,44.0965508909695,17.4190279792069,"emergency dept"
"483","gendermale",3311,0.490486257928118,0.249984990067896,"emergency dept"
"484","age",3311,7.72023557837511,60.3498079203169,"emergency dept"
"485","drive_thru_ind_factor1",3311,0.0528541226215645,0.0500756883810351,"emergency dept"
"486","std_ct_result",3311,-0.00290796146911436,1.08343197399298,"emergency dept"
"487","std_age",3311,-0.392353031988352,0.222391346273478,"emergency dept"
"488","log_ct_result",3311,3.77948034537937,0.0172572723067443,"emergency dept"
"489","log_age",3311,-Inf,0,"emergency dept"
"490","ct_result_sq",3311,1961.91956750227,79798.5768480295,"emergency dept"
"491","age_sq",3311,119.933618242223,214000.326171497,"emergency dept"
"492","resultpositiveXct_result",3311,1.52070673512534,43.8893915849667,"emergency dept"
"493","resultpositiveXgendermale",3311,0.0241618846270009,0.0235852112476858,"emergency dept"
"494","resultpositiveXage",3311,0.498459679855029,11.1014145451261,"emergency dept"
"495","resultpositiveXdrive_thru_ind_factor1",3311,0.00211416490486258,0.00211033258177219,"emergency dept"
"496","resultpositiveXstd_ct_result",3311,-0.212125762939103,0.989637299567613,"emergency dept"
"497","resultpositiveXstd_age",3311,-0.0160291059814267,0.0293124794792939,"emergency dept"
"498","ct_resultXgendermale",3311,21.6686408939897,495.823226128104,"emergency dept"
"499","ct_resultXage",3311,339.115615826034,116337.932130423,"emergency dept"
"500","ct_resultXdrive_thru_ind_factor1",3311,2.34180308064029,99.0495370198213,"emergency dept"
"501","ct_resultXstd_ct_result",3311,4.21468659034092,624.978952055336,"emergency dept"
"502","ct_resultXstd_age",3311,-17.3815542195995,431.336272402546,"emergency dept"
"503","gendermaleXage",3311,3.81576562971912,42.9088389831204,"emergency dept"
"504","gendermaleXdrive_thru_ind_factor1",3311,0.0247659317426759,0.0241598772196678,"emergency dept"
"505","gendermaleXstd_ct_result",3311,0.00852174294151482,0.493390889277383,"emergency dept"
"506","gendermaleXstd_age",3311,-0.190677501515632,0.140147802469474,"emergency dept"
"507","ageXdrive_thru_ind_factor1",3311,0.325430383569918,3.95455551713094,"emergency dept"
"508","ageXstd_ct_result",3311,-0.351688622942339,170.960784279713,"emergency dept"
"509","ageXstd_age",3311,0.633341536868481,564.526373902831,"emergency dept"
"510","drive_thru_ind_factor1Xstd_ct_result",3311,0.00261922584998569,0.0465116444962636,"emergency dept"
"511","drive_thru_ind_factor1Xstd_age",3311,-0.0257526330873843,0.0194651498572083,"emergency dept"
"512","std_ct_resultXstd_age",3311,-0.0188453145676592,0.414653223367425,"emergency dept"
"513","resultpositive",12,0,0,"employee health"
"514","ct_result",12,45,0,"employee health"
"515","gendermale",12,0.583333333333333,0.265151515151515,"employee health"
"516","age",12,39,77.2727272727273,"employee health"
"517","drive_thru_ind_factor1",12,0,0,"employee health"
"518","std_ct_result",12,0.222408311948575,0,"employee health"
"519","std_age",12,1.50646990619666,0.284752950184947,"employee health"
"520","log_ct_result",12,3.80666248977032,0,"employee health"
"521","log_age",12,3.6417595898858,0.0462277374234652,"employee health"
"522","ct_result_sq",12,2025,0,"employee health"
"523","age_sq",12,1591.83333333333,562826.696969697,"employee health"
"524","resultpositiveXct_result",12,0,0,"employee health"
"525","resultpositiveXgendermale",12,0,0,"employee health"
"526","resultpositiveXage",12,0,0,"employee health"
"527","resultpositiveXdrive_thru_ind_factor1",12,0,0,"employee health"
"528","resultpositiveXstd_ct_result",12,0,0,"employee health"
"529","resultpositiveXstd_age",12,0,0,"employee health"
"530","ct_resultXgendermale",12,26.25,536.931818181818,"employee health"
"531","ct_resultXage",12,1755,156477.272727273,"employee health"
"532","ct_resultXdrive_thru_ind_factor1",12,0,0,"employee health"
"533","ct_resultXstd_ct_result",12,10.0083740376859,0,"employee health"
"534","ct_resultXstd_age",12,67.7911457788497,576.624724124518,"employee health"
"535","gendermaleXage",12,22.5,443.727272727273,"employee health"
"536","gendermaleXdrive_thru_ind_factor1",12,0,0,"employee health"
"537","gendermaleXstd_ct_result",12,0.129738181970002,0.0131158409305569,"employee health"
"538","gendermaleXstd_age",12,0.863597983120877,0.762620173523106,"employee health"
"539","ageXdrive_thru_ind_factor1",12,0,0,"employee health"
"540","ageXstd_ct_result",12,8.67392416599441,3.82233078547658,"employee health"
"541","ageXstd_age",12,63.0522295093692,1445.90312948934,"employee health"
"542","drive_thru_ind_factor1Xstd_ct_result",12,0,0,"employee health"
"543","drive_thru_ind_factor1Xstd_age",12,0,0,"employee health"
"544","std_ct_resultXstd_age",12,0.335051428838527,0.0140854348767285,"employee health"
"545","resultpositive",2,0,0,"fluoro radiology"
"546","ct_result",2,45,0,"fluoro radiology"
"547","gendermale",2,0.5,0.5,"fluoro radiology"
"548","age",2,11.5,12.5,"fluoro radiology"
"549","drive_thru_ind_factor1",2,1,0,"fluoro radiology"
"550","std_ct_result",2,0.222408311948575,0,"fluoro radiology"
"551","std_age",2,-0.16290426479255,0.0460629772358002,"fluoro radiology"
"552","log_ct_result",2,3.80666248977032,0,"fluoro radiology"
"553","log_age",2,2.41814095347574,0.0976080904932353,"fluoro radiology"
"554","ct_result_sq",2,2025,0,"fluoro radiology"
"555","age_sq",2,138.5,6612.5,"fluoro radiology"
"556","resultpositiveXct_result",2,0,0,"fluoro radiology"
"557","resultpositiveXgendermale",2,0,0,"fluoro radiology"
"558","resultpositiveXage",2,0,0,"fluoro radiology"
"559","resultpositiveXdrive_thru_ind_factor1",2,0,0,"fluoro radiology"
"560","resultpositiveXstd_ct_result",2,0,0,"fluoro radiology"
"561","resultpositiveXstd_age",2,0,0,"fluoro radiology"
"562","ct_resultXgendermale",2,22.5,1012.5,"fluoro radiology"
"563","ct_resultXage",2,517.5,25312.5,"fluoro radiology"
"564","ct_resultXdrive_thru_ind_factor1",2,45,0,"fluoro radiology"
"565","ct_resultXstd_ct_result",2,10.0083740376859,0,"fluoro radiology"
"566","ct_resultXstd_age",2,-7.33069191566477,93.2775289024955,"fluoro radiology"
"567","gendermaleXage",2,4.5,40.5,"fluoro radiology"
"568","gendermaleXdrive_thru_ind_factor1",2,0.5,0.5,"fluoro radiology"
"569","gendermaleXstd_ct_result",2,0.111204155974287,0.0247327286119073,"fluoro radiology"
"570","gendermaleXstd_age",2,-0.157332776532148,0.0495072051426299,"fluoro radiology"
"571","ageXdrive_thru_ind_factor1",2,11.5,12.5,"fluoro radiology"
"572","ageXstd_ct_result",2,2.55769558740861,0.618318215297681,"fluoro radiology"
"573","ageXstd_age",2,-1.49399582443496,3.5804567076935,"fluoro radiology"
"574","drive_thru_ind_factor1Xstd_ct_result",2,0.222408311948575,0,"fluoro radiology"
"575","drive_thru_ind_factor1Xstd_age",2,-0.16290426479255,0.0460629772358002,"fluoro radiology"
"576","std_ct_resultXstd_age",2,-0.0362312625417347,0.00227852623005902,"fluoro radiology"
"577","resultpositive",2,0,0,"gastroenterology"
"578","ct_result",2,45,0,"gastroenterology"
"579","gendermale",2,0.5,0.5,"gastroenterology"
"580","age",2,12.5,60.5,"gastroenterology"
"581","drive_thru_ind_factor1",2,0,0,"gastroenterology"
"582","std_ct_result",2,0.222408311948575,0,"gastroenterology"
"583","std_age",2,-0.102199749483852,0.222944809821273,"gastroenterology"
"584","log_ct_result",2,3.80666248977032,0,"gastroenterology"
"585","log_age",2,2.41814095347574,0.446003865287125,"gastroenterology"
"586","ct_result_sq",2,2025,0,"gastroenterology"
"587","age_sq",2,186.5,37812.5,"gastroenterology"
"588","resultpositiveXct_result",2,0,0,"gastroenterology"
"589","resultpositiveXgendermale",2,0,0,"gastroenterology"
"590","resultpositiveXage",2,0,0,"gastroenterology"
"591","resultpositiveXdrive_thru_ind_factor1",2,0,0,"gastroenterology"
"592","resultpositiveXstd_ct_result",2,0,0,"gastroenterology"
"593","resultpositiveXstd_age",2,0,0,"gastroenterology"
"594","ct_resultXgendermale",2,22.5,1012.5,"gastroenterology"
"595","ct_resultXage",2,562.5,122512.5,"gastroenterology"
"596","ct_resultXdrive_thru_ind_factor1",2,0,0,"gastroenterology"
"597","ct_resultXstd_ct_result",2,10.0083740376859,0,"gastroenterology"
"598","ct_resultXstd_age",2,-4.59898872677333,451.463239888078,"gastroenterology"
"599","gendermaleXage",2,3.5,24.5,"gastroenterology"
"600","gendermaleXdrive_thru_ind_factor1",2,0,0,"gastroenterology"
"601","gendermaleXstd_ct_result",2,0.111204155974287,0.0247327286119073,"gastroenterology"
"602","gendermaleXstd_age",2,-0.218037291840847,0.0950805212665813,"gastroenterology"
"603","ageXdrive_thru_ind_factor1",2,0,0,"gastroenterology"
"604","ageXstd_ct_result",2,2.78010389935718,2.99266016204078,"gastroenterology"
"605","ageXstd_age",2,0.558814719539985,26.0835070427999,"gastroenterology"
"606","drive_thru_ind_factor1Xstd_ct_result",2,0,0,"gastroenterology"
"607","drive_thru_ind_factor1Xstd_age",2,0,0,"gastroenterology"
"608","std_ct_resultXstd_age",2,-0.0227300737642707,0.0110280669534856,"gastroenterology"
"609","resultpositive",2,0,0,"gi endoscopy ste"
"610","ct_result",2,45,0,"gi endoscopy ste"
"611","gendermale",2,0.5,0.5,"gi endoscopy ste"
"612","age",2,12,8,"gi endoscopy ste"
"613","drive_thru_ind_factor1",2,0,0,"gi endoscopy ste"
"614","std_ct_result",2,0.222408311948575,0,"gi endoscopy ste"
"615","std_age",2,-0.132552007138201,0.0294803054309122,"gi endoscopy ste"
"616","log_ct_result",2,3.80666248977032,0,"gi endoscopy ste"
"617","log_age",2,2.47082121130465,0.0566067830084406,"gi endoscopy ste"
"618","ct_result_sq",2,2025,0,"gi endoscopy ste"
"619","age_sq",2,148,4608,"gi endoscopy ste"
"620","resultpositiveXct_result",2,0,0,"gi endoscopy ste"
"621","resultpositiveXgendermale",2,0,0,"gi endoscopy ste"
"622","resultpositiveXage",2,0,0,"gi endoscopy ste"
"623","resultpositiveXdrive_thru_ind_factor1",2,0,0,"gi endoscopy ste"
"624","resultpositiveXstd_ct_result",2,0,0,"gi endoscopy ste"
"625","resultpositiveXstd_age",2,0,0,"gi endoscopy ste"
"626","ct_resultXgendermale",2,22.5,1012.5,"gi endoscopy ste"
"627","ct_resultXage",2,540,16200,"gi endoscopy ste"
"628","ct_resultXdrive_thru_ind_factor1",2,0,0,"gi endoscopy ste"
"629","ct_resultXstd_ct_result",2,10.0083740376859,0,"gi endoscopy ste"
"630","ct_resultXstd_age",2,-5.96484032121905,59.6976184975971,"gi endoscopy ste"
"631","gendermaleXage",2,5,50,"gi endoscopy ste"
"632","gendermaleXdrive_thru_ind_factor1",2,0,0,"gi endoscopy ste"
"633","gendermaleXstd_ct_result",2,0.111204155974287,0.0247327286119073,"gi endoscopy ste"
"634","gendermaleXstd_age",2,-0.126980518877799,0.0322481043489502,"gi endoscopy ste"
"635","ageXdrive_thru_ind_factor1",2,0,0,"gi endoscopy ste"
"636","ageXstd_ct_result",2,2.6688997433829,0.395723657790516,"gi endoscopy ste"
"637","ageXstd_age",2,-1.34780602442362,2.8407952322905,"gi endoscopy ste"
"638","drive_thru_ind_factor1Xstd_ct_result",2,0,0,"gi endoscopy ste"
"639","drive_thru_ind_factor1Xstd_age",2,0,0,"gi endoscopy ste"
"640","std_ct_resultXstd_age",2,-0.0294806681530027,0.00145825678723777,"gi endoscopy ste"
"641","resultpositive",104,0,0,"gol"
"642","ct_result",104,45,0,"gol"
"643","gendermale",104,0.423076923076923,0.246452576549664,"gol"
"644","age",104,57.6721153846154,387.846884802091,"gol"
"645","drive_thru_ind_factor1",104,0,0,"gol"
"646","std_ct_result",104,0.222408311948575,0,"gol"
"647","std_age",104,2.63995162040783,1.42923057804918,"gol"
"648","log_ct_result",104,3.80666248977032,0,"gol"
"649","log_age",104,3.96167798670274,0.302955143879858,"gol"
"650","ct_result_sq",104,2025,0,"gol"
"651","age_sq",104,3710.19048076923,4755444.90954054,"gol"
"652","resultpositiveXct_result",104,0,0,"gol"
"653","resultpositiveXgendermale",104,0,0,"gol"
"654","resultpositiveXage",104,0,0,"gol"
"655","resultpositiveXdrive_thru_ind_factor1",104,0,0,"gol"
"656","resultpositiveXstd_ct_result",104,0,0,"gol"
"657","resultpositiveXstd_age",104,0,0,"gol"
"658","ct_resultXgendermale",104,19.0384615384615,499.066467513069,"gol"
"659","ct_resultXage",104,2595.24519230769,785389.941724234,"gol"
"660","ct_resultXdrive_thru_ind_factor1",104,0,0,"gol"
"661","ct_resultXstd_ct_result",104,10.0083740376859,0,"gol"
"662","ct_resultXstd_age",104,118.797822918352,2894.19192054959,"gol"
"663","gendermaleXage",104,24.2788461538462,921.193334578043,"gol"
"664","gendermaleXdrive_thru_ind_factor1",104,0,0,"gol"
"665","gendermaleXstd_ct_result",104,0.0940958242859355,0.0121908893830163,"gol"
"666","gendermaleXstd_age",104,1.10956373805183,2.09891058094607,"gol"
"667","ageXdrive_thru_ind_factor1",104,0,0,"gol"
"668","ageXstd_ct_result",104,12.8267578291957,19.1850234895676,"gol"
"669","ageXstd_age",104,175.569266452902,13411.1338879547,"gol"
"670","drive_thru_ind_factor1Xstd_ct_result",104,0,0,"gol"
"671","drive_thru_ind_factor1Xstd_age",104,0,0,"gol"
"672","std_ct_resultXstd_age",104,0.58714718352081,0.0706975440214594,"gol"
"673","resultpositive",52,0.0192307692307692,0.0192307692307692,"heart station"
"674","ct_result",52,44.7813461538462,2.48609423076923,"heart station"
"675","gendermale",52,0.480769230769231,0.254524886877828,"heart station"
"676","age",52,7.29807692307692,46.625290346908,"heart station"
"677","drive_thru_ind_factor1",52,0.0384615384615385,0.0377073906485671,"heart station"
"678","std_ct_result",52,0.167876994919885,0.154630555917938,"heart station"
"679","std_age",52,-0.417979968541601,0.171815975028976,"heart station"
"680","log_ct_result",52,3.80106164430843,0.00163121243417309,"heart station"
"681","log_age",52,1.30765099926576,1.92728977432521,"heart station"
"682","ct_result_sq",52,2007.80724807692,15370.7173718002,"heart station"
"683","age_sq",52,98.9905769230769,22522.0916722097,"heart station"
"684","resultpositiveXct_result",52,0.646730769230769,21.7495557692308,"heart station"
"685","resultpositiveXgendermale",52,0,0,"heart station"
"686","resultpositiveXage",52,0.0153846153846154,0.0123076923076923,"heart station"
"687","resultpositiveXdrive_thru_ind_factor1",52,0,0,"heart station"
"688","resultpositiveXstd_ct_result",52,-0.0502542341066013,0.131325378373337,"heart station"
"689","resultpositiveXstd_age",52,-0.0156238957422236,0.0126935181445213,"heart station"
"690","ct_resultXgendermale",52,21.6346153846154,515.412895927602,"heart station"
"691","ct_resultXage",52,328.238538461538,94522.1096546063,"heart station"
"692","ct_resultXdrive_thru_ind_factor1",52,1.73076923076923,76.3574660633484,"heart station"
"693","ct_resultXstd_ct_result",52,8.1258554131869,184.281571322444,"heart station"
"694","ct_resultXstd_age",52,-18.631454889783,343.138026882052,"heart station"
"695","gendermaleXage",52,2.8,23.7403921568627,"heart station"
"696","gendermaleXdrive_thru_ind_factor1",52,0.0192307692307692,0.0192307692307692,"heart station"
"697","gendermaleXstd_ct_result",52,0.106927073052199,0.0125901899042514,"heart station"
"698","gendermaleXstd_age",52,-0.243972641194579,0.121215434429947,"heart station"
"699","ageXdrive_thru_ind_factor1",52,0.0961538461538462,0.323906485671192,"heart station"
"700","ageXstd_ct_result",52,1.57952791530944,2.53387348590641,"heart station"
"701","ageXstd_age",52,-0.2745144197708,17.3720852443604,"heart station"
"702","drive_thru_ind_factor1Xstd_ct_result",52,0.00855416584417595,0.00186521331914836,"heart station"
"703","drive_thru_ind_factor1Xstd_age",52,-0.0272786500988784,0.019293036242883,"heart station"
"704","std_ct_resultXstd_age",52,-0.048658655410652,0.102638771420134,"heart station"
"705","resultpositive",66,0.0151515151515152,0.0151515151515152,"hem onc day hosp"
"706","ct_result",66,44.7581818181818,3.85941818181818,"hem onc day hosp"
"707","gendermale",66,0.484848484848485,0.253613053613054,"hem onc day hosp"
"708","age",66,6.84848484848485,33.2689976689977,"hem onc day hosp"
"709","drive_thru_ind_factor1",66,0.121212121212121,0.108158508158508,"hem onc day hosp"
"710","std_ct_result",66,0.162099910482129,0.240048816970904,"hem onc day hosp"
"711","std_age",66,-0.445272237516345,0.122597526582794,"hem onc day hosp"
"712","log_ct_result",66,3.80002630340951,0.00290657198141995,"hem onc day hosp"
"713","log_age",66,1.48345022222256,1.04246188550071,"hem onc day hosp"
"714","ct_result_sq",66,2007.09578181818,21157.0278943418,"hem onc day hosp"
"715","age_sq",66,79.6666666666667,11556.1641025641,"hem onc day hosp"
"716","resultpositiveXct_result",66,0.44,12.7776,"hem onc day hosp"
"717","resultpositiveXgendermale",66,0,0,"hem onc day hosp"
"718","resultpositiveXage",66,0.0151515151515152,0.0151515151515152,"hem onc day hosp"
"719","resultpositiveXdrive_thru_ind_factor1",66,0,0,"hem onc day hosp"
"720","resultpositiveXstd_ct_result",66,-0.0569385785581335,0.213972114062569,"hem onc day hosp"
"721","resultpositiveXstd_age",66,-0.0121257829626346,0.00970428442215673,"hem onc day hosp"
"722","ct_resultXgendermale",66,21.8181818181818,513.566433566434,"hem onc day hosp"
"723","ct_resultXage",66,307.94,67502.8222153846,"hem onc day hosp"
"724","ct_resultXdrive_thru_ind_factor1",66,5.45454545454545,219.020979020979,"hem onc day hosp"
"725","ct_resultXstd_ct_result",66,8.20323568548364,215.06261505903,"hem onc day hosp"
"726","ct_resultXstd_age",66,-19.8437231921519,244.453031853294,"hem onc day hosp"
"727","gendermaleXage",66,3.21212121212121,30.7850815850816,"hem onc day hosp"
"728","gendermaleXdrive_thru_ind_factor1",66,0.0757575757575758,0.0710955710955711,"hem onc day hosp"
"729","gendermaleXstd_ct_result",66,0.107834333065976,0.0125450856548975,"hem onc day hosp"
"730","gendermaleXstd_age",66,-0.222467285780585,0.125819096340534,"hem onc day hosp"
"731","ageXdrive_thru_ind_factor1",66,0.515151515151515,3.60745920745921,"hem onc day hosp"
"732","ageXstd_ct_result",66,1.46285155309046,2.04502123342611,"hem onc day hosp"
"733","ageXstd_age",66,-1.06046146617744,4.77128744334047,"hem onc day hosp"
"734","drive_thru_ind_factor1Xstd_ct_result",66,0.0269585832664939,0.00535011005870628,"hem onc day hosp"
"735","drive_thru_ind_factor1Xstd_age",66,-0.0730923637309836,0.0454234585992272,"hem onc day hosp"
"736","std_ct_resultXstd_age",66,-0.0507673319612088,0.152072070753428,"hem onc day hosp"
"737","resultpositive",6,0,0,"hosp"
"738","ct_result",6,45,0,"hosp"
"739","gendermale",6,0,0,"hosp"
"740","age",6,25.8,402.1,"hosp"
"741","drive_thru_ind_factor1",6,0,0,"hosp"
"742","std_ct_result",6,0.222408311948575,0,"hosp"
"743","std_age",6,0.705170304121839,1.48175385172122,"hosp"
"744","log_ct_result",6,3.80666248977032,0,"hosp"
"745","log_age",6,2.11293056995203,5.661454114247,"hosp"
"746","ct_result_sq",6,2025,0,"hosp"
"747","age_sq",6,1000.72333333333,678424.186266667,"hosp"
"748","resultpositiveXct_result",6,0,0,"hosp"
"749","resultpositiveXgendermale",6,0,0,"hosp"
"750","resultpositiveXage",6,0,0,"hosp"
"751","resultpositiveXdrive_thru_ind_factor1",6,0,0,"hosp"
"752","resultpositiveXstd_ct_result",6,0,0,"hosp"
"753","resultpositiveXstd_age",6,0,0,"hosp"
"754","ct_resultXgendermale",6,0,0,"hosp"
"755","ct_resultXage",6,1161,814252.5,"hosp"
"756","ct_resultXdrive_thru_ind_factor1",6,0,0,"hosp"
"757","ct_resultXstd_ct_result",6,10.0083740376859,0,"hosp"
"758","ct_resultXstd_age",6,31.7326636854828,3000.55154973548,"hosp"
"759","gendermaleXage",6,0,0,"hosp"
"760","gendermaleXdrive_thru_ind_factor1",6,0,0,"hosp"
"761","gendermaleXstd_ct_result",6,0,0,"hosp"
"762","gendermaleXstd_age",6,0,0,"hosp"
"763","ageXdrive_thru_ind_factor1",6,0,0,"hosp"
"764","ageXstd_ct_result",6,5.73813444827323,19.8900603496958,"hosp"
"765","ageXstd_age",6,38.5344651843665,1091.23295199662,"hosp"
"766","drive_thru_ind_factor1Xstd_ct_result",6,0,0,"hosp"
"767","drive_thru_ind_factor1Xstd_age",6,0,0,"hosp"
"768","std_ct_resultXstd_age",6,0.156835736976001,0.0732956317685385,"hosp"
"769","resultpositive",113,0.176991150442478,0.146965865992415,"hosp of the university"
"770","ct_result",113,42.5141592920354,38.7937298672566,"hosp of the university"
"771","gendermale",113,0.469026548672566,0.251264222503161,"hosp of the university"
"772","age",113,47.5769911504425,821.505358723135,"hosp of the university"
"773","drive_thru_ind_factor1",113,0,0,"hosp of the university"
"774","std_ct_result",113,-0.397549535184199,2.41289969674566,"hosp of the university"
"775","std_age",113,2.02713199679127,3.02727861103614,"hosp of the university"
"776","log_ct_result",113,3.73457582411137,0.0370814289386045,"hosp of the university"
"777","log_age",113,-Inf,0,"hosp of the university"
"778","ct_result_sq",113,1845.90416283186,182370.76717176,"hosp of the university"
"779","age_sq",113,3077.80548672566,6722678.36254284,"hosp of the university"
"780","resultpositiveXct_result",113,5.5412389380531,155.160934165613,"hosp of the university"
"781","resultpositiveXgendermale",113,0.079646017699115,0.0739570164348925,"hosp of the university"
"782","resultpositiveXage",113,6.8070796460177,459.634056573957,"hosp of the university"
"783","resultpositiveXdrive_thru_ind_factor1",113,0,0,"hosp of the university"
