"","resultpositive","ct_result","gendermale","age","drive_thru_ind_factor1","std_ct_result","std_age","log_ct_result","log_age","ct_result_sq","age_sq","resultpositiveXct_result","resultpositiveXgendermale","resultpositiveXage","resultpositiveXdrive_thru_ind_factor1","resultpositiveXstd_ct_result","resultpositiveXstd_age","ct_resultXgendermale","ct_resultXage","ct_resultXdrive_thru_ind_factor1","ct_resultXstd_ct_result","ct_resultXstd_age","gendermaleXage","gendermaleXdrive_thru_ind_factor1","gendermaleXstd_ct_result","gendermaleXstd_age","ageXdrive_thru_ind_factor1","ageXstd_ct_result","ageXstd_age","drive_thru_ind_factor1Xstd_ct_result","drive_thru_ind_factor1Xstd_age","std_ct_resultXstd_age","clinic_name"
"age.15",0.083443524788287,-1.32054408147884,0.0291049609422405,60.3498079203169,-0.0826408538415845,-0.329337943165264,3.66350583877589,-0.0384511911888496,0,-94.3048170098646,2571.53088386035,2.42590170656997,0.0624414361722027,7.50056290074009,0.00119587642035475,-0.31290247176165,0.383472644003392,0.28960817525761,2618.58167786697,-3.72273649740269,-8.99270321763722,160.096728180587,28.0057956806069,-0.0583260777724348,-0.247939070077157,1.67501870107018,1.54733418861052,-10.8089018090557,104.141977670538,-0.0193521756135399,0.165084458714301,-0.372587137393386,"emergency dept"
"drive_thru_ind_factor1.15",-0.00072750266665815,0.0111219317463258,-0.0011586390143265,-0.0826408538415845,0.0500756883810351,0.00277376134332255,-0.00501667297715039,0.000306737787649343,0,0.808370147161207,-2.28040881945287,-0.0218772443042098,0.000535247791623819,-0.00883094984127795,0.0020030275352414,0.00254672776322811,9.03057700169495e-05,-0.0648616786852577,-3.56707636542478,2.21869923289666,0.0792583439967561,-0.226113693919941,-0.0688093610878688,0.0234640368413993,-0.00343073254738223,-0.00317944354925343,0.308323167031802,0.0194687834270912,-0.0672768253164467,0.0024815384488082,-0.0243988692936668,-0.00120638262692896,"emergency dept"
"std_ct_result.15",-0.212033469471259,4.34422972096909,0.00995106353631338,-0.329337943165264,0.00277376134332255,1.08343197399298,-0.0199923002126111,0.136019084709608,0,292.998639251696,-13.1759733990883,-5.20626924327693,-0.0951511498041434,-1.94960815602504,-0.00866223078180487,1.03403119332662,0.0642121117271999,2.41766032463244,24.5419335435157,0.308901136514082,25.2843386370357,-2.25060250369932,-0.171029879216459,-0.00290814709262921,0.493488319706553,-0.0189502132313741,0.00182159897635439,9.74349905014892,-0.516279070967307,0.046526125821869,-0.00227764640557414,-0.341367249714706,"emergency dept"
"std_age.15",0.00506539872792233,-0.0801629884099434,0.00176680254707731,3.66350583877589,-0.00501667297715039,-0.0199923002126111,0.222391346273478,-0.00233416092416122,0,-5.72472820785934,156.103535906092,0.147263187283875,0.0037904771180126,0.455318035431834,7.25950984667363e-05,-0.0189945928871847,0.023278520988371,0.0175805239084498,158.959731551153,-0.225986914696832,-0.545897690141641,9.71859428671097,1.70007825262569,-0.00354065628103311,-0.0150510210751233,0.101681198381471,0.0939301719401799,-0.656149145338042,6.32188827777934,-0.00117476444078875,0.0100213720512505,-0.022617721585721,"emergency dept"
"log_ct_result.15",-0.0256072122332602,0.545394786750422,0.00111713041791248,-0.0384511911888496,0.000306737787649343,0.136019084709608,-0.00233416092416122,0.0172572723067443,0,36.4708900405208,-1.45119774135172,-0.607789396033612,-0.0115623955457215,-0.234085539789091,-0.00107289975243519,0.1301094393142,0.00783791902938515,0.299674423076443,3.18376353305121,0.0378281626853136,3.09612267322208,-0.276319465714001,-0.0222388801115835,-0.000392830475254647,0.0624486194134297,-0.00231185664398314,-0.000107112075711147,1.21699507936436,-0.054987541846963,0.00605994199167185,-0.000270605320771196,-0.0432361775818297,"emergency dept"
"log_age.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"emergency dept"
"ct_result_sq.15",-59.3024009714209,1174.83462496461,2.90976582366204,-94.3048170098646,0.808370147161207,292.998639251696,-5.72472820785934,36.4708900405208,0,79798.5768480295,-3999.12402911138,-1496.77696376373,-26.5150643202964,-547.566103651281,-2.39329530891718,279.060221310504,17.8199994465991,660.505036163372,6445.0731495309,84.9859045193388,6977.77177545385,-620.294843639378,-45.71593301922,-0.75226801667243,132.718504112902,-5.28048994389187,0.785182089519417,2644.76348168635,-161.567854574806,12.3027229799923,-0.648347603024782,-91.7245570422479,"emergency dept"
"age_sq.15",4.90034923047865,-52.8316097521673,-1.37025861793655,2571.53088386035,-2.28040881945287,-13.1759733990883,156.103535906092,-1.45119774135172,0,-3999.12402911138,214000.326171497,167.268748318222,4.60658022375292,595.437072644422,-0.0433641473400484,-12.1896833008722,31.9264878669771,-110.0271518181,109931.280091608,-101.587696405108,-416.195503506587,6718.81341829464,1030.25793085431,-1.45876033107622,-12.3669054765017,63.7211094885522,23.4756088652583,-871.474807612091,10776.6820651974,-0.250129667334985,3.38852156894304,-41.5578611328411,"emergency dept"
"resultpositiveXct_result.15",1.43938797617755,-20.8755419121102,-0.0618603437593812,2.42590170656997,-0.0218772443042098,-5.20626924327693,0.147263187283875,-0.607789396033612,0,-1496.77696376373,167.268748318222,43.8893915849667,0.647496513954675,13.4114228411931,0.0553066624936926,-4.88801420295382,-0.425188035338612,-12.0586720603299,-85.1840548341489,-1.80649230187574,-143.650434631685,12.8029140627841,1.26791302369379,0.00985560354070155,-2.32689203753333,0.130230184501396,0.00669138758382066,-47.9304110637974,8.06525190521799,-0.209872968489586,0.0192426402245188,1.57303767748026,"emergency dept"
"resultpositiveXgendermale.15",0.0228698442708139,-0.381526909751529,0.0123145315304382,0.0624414361722027,0.000535247791623819,-0.0951511498041434,0.0037904771180126,-0.0115623955457215,0,-26.5150643202964,4.60658022375292,0.647496513954675,0.0235852112476858,0.236985868764833,0.00176159118054713,-0.0900945262036603,-0.00530496520239648,0.160537380205686,-1.12382122842379,-0.00907076932061124,-2.41579458744637,0.260276008304013,0.156809289916154,0.00121411645334922,-0.0954273964364244,-0.00108385594477217,0.00512554964181466,-0.967156627550141,0.225877756604189,-0.00815014788313009,-0.000149707655525897,0.0232149547441308,"emergency dept"
"resultpositiveXage.15",0.47180488730689,-7.81733038986588,0.00447174619801613,7.50056290074009,-0.00883094984127795,-1.94960815602504,0.455318035431834,-0.234085539789091,0,-547.566103651281,595.437072644422,13.4114228411931,0.236985868764833,11.1014145451261,0.0164685142722099,-1.84529001114708,0.267679060361794,-3.73188034182497,180.621180797798,-0.665921995253394,-50.5668739237764,17.6952910963516,5.60269800746573,0.000642388595736449,-0.9799056832559,0.33625886580385,0.048008971285863,-37.4630241184625,29.6876877993685,-0.0689341027932405,0.0105178638167382,-0.595550029054593,"emergency dept"
"resultpositiveXdrive_thru_ind_factor1.15",0.00200111137369621,-0.0347328870806001,0.000775406705287967,0.00119587642035475,0.0020030275352414,-0.00866223078180487,7.25950984667363e-05,-0.00107289975243519,0,-2.39329530891718,-0.0433641473400484,0.0553066624936926,0.00176159118054713,0.0164685142722099,0.00211033258177219,-0.0082197762167626,-0.000723256104569058,0.00170378058672867,-0.215437858242369,0.0535702049654133,-0.214801925234045,0.016827180038486,0.00492134156856984,0.001760313739517,-0.00810486514373183,-0.000368882319085208,0.0168344372552902,-0.0668843775052004,-0.00366205654746073,-0.00867391969758545,-0.000702692754193921,0.00339805061146398,"emergency dept"
"resultpositiveXstd_ct_result.15",-0.200782481960184,4.1461477511164,0.00885477227911144,-0.31290247176165,0.00254672776322811,1.03403119332662,-0.0189945928871847,0.1301094393142,0,279.060221310504,-12.1896833008722,-4.88801420295382,-0.0900945262036603,-1.84529001114708,-0.0082197762167626,0.989637299567613,0.0608575242497914,2.28393659471194,23.4915035110359,0.291018151953549,23.9871379554988,-2.14381854734926,-0.165989920862154,-0.00283176400729769,0.472197841463533,-0.0177003514428826,0.00142489415833036,9.30072968521097,-0.470557851229257,0.0445636465728177,-0.00210625086128244,-0.325710971420604,"emergency dept"
"resultpositiveXstd_age.15",-0.0151719604349879,0.25747086195307,0.0021720558354654,0.383472644003392,9.03057700169495e-05,0.0642121117271999,0.023278520988371,0.00783791902938515,0,17.8199994465991,31.9264878669771,-0.425188035338612,-0.00530496520239648,0.267679060361794,-0.000723256104569058,0.0608575242497914,0.0293124794792939,0.187611895701511,14.4660319783714,0.0176169564137281,1.61194889082984,0.656469453584003,0.302366894948244,-0.000375032113687153,0.0228961160517472,0.0164848822820379,0.00289527047763493,-0.610585453782831,1.6079096509682,0.00340019300457584,9.80021639790124e-05,-0.0923523197506234,"emergency dept"
"ct_resultXgendermale.15",-0.481011504268934,9.69407594532005,11.0438057970274,0.28960817525761,-0.0648616786852577,2.41766032463244,0.0175805239084498,0.299674423076443,0,660.505036163372,-110.0271518181,-12.0586720603299,0.160537380205686,-3.73188034182497,0.00170378058672867,2.28393659471194,0.187611895701511,495.823226128104,92.3765272269538,-2.90784295653689,58.0884080851489,-2.73898709220571,84.9197256632428,0.54395511984678,2.16991934062065,-4.353774375169,-1.31966784388941,19.8524990739108,-6.92849935372976,-0.0116992375518269,-0.0242634899353324,-0.876484172914874,"emergency dept"
"ct_resultXage.15",-4.06676604744233,98.4056218286203,1.24535978807253,2618.58167786697,-3.56707636542478,24.5419335435157,158.959731551153,3.18376353305121,0,6445.0731495309,109931.280091608,-85.1840548341489,-1.12382122842379,180.621180797798,-0.215437858242369,23.4915035110359,14.4660319783714,92.3765272269538,116337.932130423,-154.935605705886,524.872395022432,6977.50993238543,1195.17984488033,-2.66695483315251,9.3388531225925,71.4805507028289,68.9662066306489,208.73895790753,4418.71003935543,0.598986240765166,7.2578349800321,-8.45935945039487,"emergency dept"
"ct_resultXdrive_thru_ind_factor1.15",-0.0674111626447044,1.23859875866493,-0.0682079163020637,-3.72273649740269,2.21869923289666,0.308901136514082,-0.225986914696832,0.0378281626853136,0,84.9859045193388,-101.587696405108,-1.80649230187574,-0.00907076932061124,-0.665921995253394,0.0535702049654133,0.291018151953549,0.0176169564137281,-2.90784295653689,-154.935605705886,99.0495370198213,7.57003800323851,-10.4717320476159,-3.20437465885481,1.02274687232251,0.0251107004073302,-0.135792572332708,13.5996728642327,2.31130929040266,-2.96153270045992,0.295953641774511,-1.08475222556161,-0.125658880694549,"emergency dept"
"ct_resultXstd_ct_result.15",-5.4373435555293,101.382438416728,0.286759315484319,-8.99270321763722,0.0792583439967561,25.2843386370357,-0.545897690141641,3.09612267322208,0,6977.77177545385,-416.195503506587,-143.650434631685,-2.41579458744637,-50.5668739237764,-0.214801925234045,23.9871379554988,1.61194889082984,58.0884080851489,524.872395022432,7.57003800323851,624.978952055336,-55.4287827807672,-3.85753262271887,-0.0593392019929424,11.3325300640071,-0.481071194063422,0.115473521917289,229.824183573933,-17.5221731712314,1.01606136361523,-0.0612321606781607,-7.81860642777516,"emergency dept"
"ct_resultXstd_age.15",0.485147052493979,-9.02422535179985,0.041244203219468,160.096728180587,-0.226113693919941,-2.25060250369932,9.71859428671097,-0.276319465714001,0,-620.294843639378,6718.81341829464,12.8029140627841,0.260276008304013,17.6952910963516,0.016827180038486,-2.14381854734926,0.656469453584003,-2.73898709220571,6977.50993238543,-10.4717320476159,-55.4287827807672,431.336272402546,73.1432717153488,-0.151856199000264,-1.13679400953532,4.40461534326436,4.18027131145881,-20.9667723068608,270.018037910029,-0.124264259071241,0.448446634120319,0.665004938335109,"emergency dept"
"gendermaleXage.15",0.0438349600936547,-0.685777328250335,1.94477239194446,28.0057956806069,-0.0688093610878688,-0.171029879216459,1.70007825262569,-0.0222388801115835,0,-45.71593301922,1030.25793085431,1.26791302369379,0.156809289916154,5.60269800746573,0.00492134156856984,-0.165989920862154,0.302366894948244,84.9197256632428,1195.17984488033,-3.20437465885481,-3.85753262271887,73.1432717153488,42.9088389831204,0.0384009723151155,-0.214656128619447,0.9302992036854,0.270263605431314,-10.0021864511558,38.4281448749784,-0.0422268841554387,0.0756515070578671,-0.459920095720212,"emergency dept"
"gendermaleXdrive_thru_ind_factor1.15",0.000480865302055494,-0.0116607773593651,0.0126223948186992,-0.0583260777724348,0.0234640368413993,-0.00290814709262921,-0.00354065628103311,-0.000392830475254647,0,-0.75226801667243,-1.45876033107622,0.00985560354070155,0.00121411645334922,0.000642388595736449,0.001760313739517,-0.00283176400729769,-0.000375032113687153,0.54395511984678,-2.66695483315251,1.02274687232251,-0.0593392019929424,-0.151856199000264,0.0384009723151155,0.0241598772196678,-0.00319129989071731,-0.00853684767038751,0.124868492008238,-0.0235169849197918,-0.038334224799906,-0.00304507439177308,-0.0126225996979151,0.00107634547955668,"emergency dept"
"gendermaleXstd_ct_result.15",-0.095679701816566,1.97873671525425,0.00434325690100771,-0.247939070077157,-0.00343073254738223,0.493488319706553,-0.0150510210751233,0.0624486194134297,0,132.718504112902,-12.3669054765017,-2.32689203753333,-0.0954273964364244,-0.9799056832559,-0.00810486514373183,0.472197841463533,0.0228961160517472,2.16991934062065,9.3388531225925,0.0251107004073302,11.3325300640071,-1.13679400953532,-0.214656128619447,-0.00319129989071731,0.493390889277383,-0.0167701673260726,-0.0350035846481163,5.05649718496413,-0.537249928531341,0.0440019149604138,0.000829006322290341,-0.1179442876028,"emergency dept"
"gendermaleXstd_age.15",0.00456158065599277,-0.0759845394215495,-0.0971821586274537,1.67501870107018,-0.00317944354925343,-0.0189502132313741,0.101681198381471,-0.00231185664398314,0,-5.28048994389187,63.7211094885522,0.130230184501396,-0.00108385594477217,0.33625886580385,-0.000368882319085208,-0.0177003514428826,0.0164848822820379,-4.353774375169,71.4805507028289,-0.135792572332708,-0.481071194063422,4.40461534326436,0.9302992036854,-0.00853684767038751,-0.0167701673260726,0.140147802469474,0.0394268065917282,-0.598930491677213,2.42595759503654,0.00110906102715128,0.00513090576366239,-0.0200415342908656,"emergency dept"
"ageXdrive_thru_ind_factor1.15",2.21727264515152e-05,0.00730405286415966,-0.0267368407605884,1.54733418861052,0.308323167031802,0.00182159897635439,0.0939301719401799,-0.000107112075711147,0,0.785182089519417,23.4756088652583,0.00669138758382066,0.00512554964181466,0.048008971285863,0.0168344372552902,0.00142489415833036,0.00289527047763493,-1.31966784388941,68.9662066306489,13.5996728642327,0.115473521917289,4.18027131145881,0.270263605431314,0.124868492008238,-0.0350035846481163,0.0394268065917282,3.95455551713094,0.178583210697377,0.0928111420460471,2.23408687017337e-05,-0.0254087796657999,0.00927239925178179,"emergency dept"
"ageXstd_ct_result.15",-1.93214553509601,39.0684410059372,-0.00957877998456523,-10.8089018090557,0.0194687834270912,9.74349905014892,-0.656149145338042,1.21699507936436,0,2644.76348168635,-871.474807612091,-47.9304110637974,-0.967156627550141,-37.4630241184625,-0.0668843775052004,9.30072968521097,-0.610585453782831,19.8524990739108,208.73895790753,2.31130929040266,229.824183573933,-20.9667723068608,-10.0021864511558,-0.0235169849197918,5.05649718496413,-0.598930491677213,0.178583210697377,170.960784279713,-43.5959244260268,0.362266149757257,-0.00592193581124354,1.98887854384791,"emergency dept"
"ageXstd_age.15",0.225627933451119,-2.07012063354982,-0.108240436804906,104.141977670538,-0.0672768253164467,-0.516279070967307,6.32188827777934,-0.054987541846963,0,-161.567854574806,10776.6820651974,8.06525190521799,0.225877756604189,29.6876877993685,-0.00366205654746073,-0.470557851229257,1.6079096509682,-6.92849935372976,4418.71003935543,-2.96153270045992,-17.5221731712314,270.018037910029,38.4281448749784,-0.038334224799906,-0.537249928531341,2.42595759503654,0.0928111420460471,-43.5959244260268,564.526373902831,0.00147834278963441,0.0635598184908477,-2.2019499854113,"emergency dept"
"drive_thru_ind_factor1Xstd_ct_result.15",-0.00880923317805298,0.186555486129874,-0.00426526963669089,-0.0193521756135399,0.0024815384488082,0.046526125821869,-0.00117476444078875,0.00605994199167185,0,12.3027229799923,-0.250129667334985,-0.209872968489586,-0.00815014788313009,-0.0689341027932405,-0.00867391969758545,0.0445636465728177,0.00340019300457584,-0.0116992375518269,0.598986240765166,0.295953641774511,1.01606136361523,-0.124264259071241,-0.0422268841554387,-0.00304507439177308,0.0440019149604138,0.00110906102715128,2.23408687017337e-05,0.362266149757257,0.00147834278963441,0.0465116444962636,-0.00213526377563164,-0.0180680913347875,"emergency dept"
"drive_thru_ind_factor1Xstd_age.15",0.000627730284459468,-0.00913266309880723,-0.000625451594970507,0.165084458714301,-0.0243988692936668,-0.00227764640557414,0.0100213720512505,-0.000270605320771196,0,-0.648347603024782,3.38852156894304,0.0192426402245188,-0.000149707655525897,0.0105178638167382,-0.000702692754193921,-0.00210625086128244,9.80021639790124e-05,-0.0242634899353324,7.2578349800321,-1.08475222556161,-0.0612321606781607,0.448446634120319,0.0756515070578671,-0.0126225996979151,0.000829006322290341,0.00513090576366239,-0.0254087796657999,-0.00592193581124354,0.0635598184908477,-0.00213526377563164,0.0194651498572083,0.00160157941263893,"emergency dept"
"std_ct_resultXstd_age.15",0.0652721716667166,-1.36877790906483,-0.00914940250644541,-0.372587137393386,-0.00120638262692896,-0.341367249714706,-0.022617721585721,-0.0432361775818297,0,-91.7245570422479,-41.5578611328411,1.57303767748026,0.0232149547441308,-0.595550029054593,0.00339805061146398,-0.325710971420604,-0.0923523197506234,-0.876484172914874,-8.45935945039487,-0.125658880694549,-7.81860642777516,0.665004938335109,-0.459920095720212,0.00107634547955668,-0.1179442876028,-0.0200415342908656,0.00927239925178179,1.98887854384791,-2.2019499854113,-0.0180680913347875,0.00160157941263893,0.414653223367425,"emergency dept"
"resultpositive.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"ct_result.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"gendermale.16",0,0,0.265151515151515,-0.272727272727273,0,0,-0.0165557769023723,0,-0.00745678611501374,0,-16.9848484848485,0,0,0,0,0,0,11.9318181818182,-12.2727272727273,0,0,-0.745009960606756,10.2272727272727,0,0.0589719008954554,0.392544537782217,0,-0.0606568123496113,-0.796237124634614,0,0,-0.00368214239385384,"employee health"
"age.16",0,0,-0.272727272727273,77.2727272727273,0,0,4.69080345567216,0,1.87866161333403,0,6556.90909090909,0,0,0,0,0,0,-12.2727272727273,3477.27272727273,0,0,211.086155505247,38.7272727272727,0,-0.0606568123496113,2.58574019036667,0,17.1860968323899,331.501691721727,0,0,1.04327367825859,"employee health"
"drive_thru_ind_factor1.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"std_ct_result.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"std_age.16",0,0,-0.0165557769023723,4.69080345567216,0,0,0.284752950184947,0,0.1140432426665,0,398.033988286836,0,0,0,0,0,0,-0.745009960606755,211.086155505247,0,0,12.8138827583226,2.35092032013687,0,-0.00368214239385384,0.156966104970431,0,1.04327367825859,20.1236495199811,0,0,0.0633314229730106,"employee health"
"log_ct_result.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"log_age.16",0,0,-0.00745678611501374,1.87866161333403,0,0,0.1140432426665,0,0.0462277374234652,0,157.540063303172,0,0,0,0,0,0,-0.335555375175618,84.5397726000315,0,0,5.13194591999251,0.852570488750797,0,-0.00165845121240178,0.0581752172949333,0,0.417829958144208,7.9458539049418,0,0,0.025364165090598,"employee health"
"ct_result_sq.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"age_sq.16",0,0,-16.9848484848485,6556.90909090909,0,0,398.033988286836,0,157.540063303172,0,562826.696969697,0,0,0,0,0,0,-764.318181818182,295060.909090909,0,0,17911.5294729076,3727.90909090909,0,-3.77757148021746,240.924974174505,0,1458.31108250935,28520.5825222765,0,0,88.5260674330339,"employee health"
"resultpositiveXct_result.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"resultpositiveXgendermale.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"resultpositiveXage.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"resultpositiveXdrive_thru_ind_factor1.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"resultpositiveXstd_ct_result.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"resultpositiveXstd_age.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"ct_resultXgendermale.16",0,0,11.9318181818182,-12.2727272727273,0,0,-0.745009960606755,0,-0.335555375175618,0,-764.318181818182,0,0,0,0,0,0,536.931818181818,-552.272727272727,0,0,-33.525448227304,460.227272727273,0,2.65373554029549,17.6645042001998,0,-2.72955655573251,-35.8306706085577,0,0,-0.165696407723423,"employee health"
"ct_resultXage.16",0,0,-12.2727272727273,3477.27272727273,0,0,211.086155505247,0,84.5397726000315,0,295060.909090909,0,0,0,0,0,0,-552.272727272727,156477.272727273,0,0,9498.87699773613,1742.72727272727,0,-2.72955655573251,116.3583085665,0,773.374357457544,14917.5761274777,0,0,46.9473155216364,"employee health"
"ct_resultXdrive_thru_ind_factor1.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"ct_resultXstd_ct_result.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"ct_resultXstd_age.16",0,0,-0.745009960606756,211.086155505247,0,0,12.8138827583226,0,5.13194591999251,0,17911.5294729076,0,0,0,0,0,0,-33.525448227304,9498.87699773613,0,0,576.624724124518,105.791414406159,0,-0.165696407723423,7.06347472366937,0,46.9473155216364,905.564228399147,0,0,2.84991403378548,"employee health"
"gendermaleXage.16",0,0,10.2272727272727,38.7272727272727,0,0,2.35092032013687,0,0.852570488750797,0,3727.90909090909,0,0,0,0,0,0,460.227272727273,1742.72727272727,0,0,105.791414406159,443.727272727273,0,2.27463046311042,18.1305038865425,0,8.6132673536448,192.956492905897,0,0,0.522864219927245,"employee health"
"gendermaleXdrive_thru_ind_factor1.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"gendermaleXstd_ct_result.16",0,0,0.0589719008954554,-0.0606568123496113,0,0,-0.00368214239385384,0,-0.00165845121240178,0,-3.77757148021746,0,0,0,0,0,0,2.65373554029549,-2.72955655573251,0,0,-0.165696407723423,2.27463046311042,0,0.0131158409305569,0.0873051680127764,0,-0.0134905792428585,-0.177089754800771,0,0,-0.000818939074171316,"employee health"
"gendermaleXstd_age.16",0,0,0.392544537782217,2.58574019036667,0,0,0.156966104970431,0,0.0581752172949333,0,240.924974174505,0,0,0,0,0,0,17.6645042001998,116.3583085665,0,0,7.06347472366937,18.1305038865425,0,0.0873051680127764,0.762620173523106,0,0.575090110877037,12.3988954712079,0,0,0.0349105664396162,"employee health"
"ageXdrive_thru_ind_factor1.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"ageXstd_ct_result.16",0,0,-0.0606568123496113,17.1860968323899,0,0,1.04327367825859,0,0.417829958144208,0,1458.31108250935,0,0,0,0,0,0,-2.72955655573251,773.374357457544,0,0,46.9473155216364,8.6132673536448,0,-0.0134905792428585,0.575090110877037,0,3.82233078547658,73.7287316639261,0,0,0.232032737681873,"employee health"
"ageXstd_age.16",0,0,-0.796237124634614,331.501691721727,0,0,20.1236495199811,0,7.9458539049418,0,28520.5825222765,0,0,0,0,0,0,-35.8306706085577,14917.5761274777,0,0,905.564228399147,192.956492905897,0,-0.177089754800771,12.3988954712079,0,73.7287316639261,1445.90312948934,0,0,4.47566691998373,"employee health"
"drive_thru_ind_factor1Xstd_ct_result.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"drive_thru_ind_factor1Xstd_age.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"employee health"
"std_ct_resultXstd_age.16",0,0,-0.00368214239385384,1.04327367825859,0,0,0.0633314229730106,0,0.025364165090598,0,88.5260674330339,0,0,0,0,0,0,-0.165696407723423,46.9473155216364,0,0,2.84991403378548,0.522864219927245,0,-0.000818939074171316,0.0349105664396162,0,0.232032737681873,4.47566691998373,0,0,0.0140854348767285,"employee health"
"resultpositive.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"ct_result.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"gendermale.17",0,0,0.5,-2.5,0,0,-0.151761288271746,0,-0.220916376139519,0,-57.5,0,0,0,0,0,0,22.5,-112.5,0,0,-6.82925797222859,4.5,0.5,0.111204155974287,-0.157332776532148,-2.5,-0.556020779871437,-1.33799415314371,0,-0.151761288271746,-0.0337529719436601,"fluoro radiology"
"age.17",0,0,-2.5,12.5,0,0,0.758806441358732,0,1.1045818806976,0,287.5,0,0,0,0,0,0,-112.5,562.5,0,0,34.1462898611429,-22.5,-2.5,-0.556020779871437,0.786663882660742,12.5,2.78010389935718,6.68997076571854,0,0.758806441358732,0.168764859718301,"fluoro radiology"
"drive_thru_ind_factor1.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"std_ct_result.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"std_age.17",0,0,-0.151761288271746,0.758806441358732,0,0,0.0460629772358002,0,0.0670531076865183,0,17.4525481512508,0,0,0,0,0,0,-6.82925797222859,34.1462898611429,0,0,2.07283397561101,-1.36585159444572,-0.151761288271746,-0.0337529719436601,0.0477540497077793,0.758806441358732,0.168764859718301,0.406111432762307,0,0.0460629772358002,0.01024478901034,"fluoro radiology"
"log_ct_result.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
"log_age.17",0,0,-0.220916376139519,1.1045818806976,0,0,0.0670531076865183,0,0.0976080904932353,0,25.4053832560447,0,0,0,0,0,0,-9.94123692627837,49.7061846313919,0,0,3.01738984589333,-1.98824738525567,-0.220916376139519,-0.0491336382989869,0.0695147736789021,1.1045818806976,0.245668191494934,0.591169639216746,0,0.0670531076865183,0.0149131684914645,"fluoro radiology"
"ct_result_sq.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fluoro radiology"
